"DataCatalog_id","Name","Acronym","Description","URL","Type","Language Supported","Periodicity","Economy Coverage","Granularity","List of Countries/Regions/Sub-National Admins","Number of Economies","Data Notes","Topics","Update Frequency","Update Schedule","Last Revision Date","Contact Details","Access Option","Bulk Download","API","Attribution/citation","SourceURL","DetailPageURL","Coverage","APIAccessURL"
"103.0","Service Delivery Indicators","SDI","The Service Delivery Indicators program is an application of the principles of the 2004 World Development Report Making Services Work for Poor People. The Service Delivery Indicators project is a new Africa-wide initiative that tracks service delivery in education and health across countries and over time. The project collects nationally representative data that focus mainly on performance and quality of service delivery in primary schools and at frontline health facilities. This partnership between the World Bank, the African Development Bank and the African Economic Research Consortium brings together development economists and sector specialists. The objective is to reposition the dialogue on human development in Africa within the context of effectiveness of public spending and accountability for service delivery. Why such an agenda? Accountability for public resources: developing country governments allocate roughly a third of budgets to education and health. Demands for accountability for the efficient use of public resources—from citizens and tax payers in developed or developing countries alike—are gaining in prominence, in part, because of the global economic situation. Accountability depends upon measurement: without consistent and accurate information on the quality of services, it is difficult for citizens or politicians to assess how service providers are performing, to work towards corrective action, and ultimately bring about improvements. There is little robust and representative evidence of what teachers and health workers do during a typical work-day, their levels of ability, knowledge and skills, how teachers perform their teaching activities and how well health workers diagnose and treat their patients.","http://databank.worldbank.org/data/source/service-delivery-indicators","Time Series","","","SSA, LMY, IDA","Other (Facility)","Varies by data set, but generally includes rural-urban and provider type (public/private).","Three (Kenya, Tanzania, Senegal), with more to come.","","Education, Health","No Fixed Schedule","41468.0","41468.0","sdi@worldbank.org","Query tool","","0.0","Service Delivery Indicators, The World Bank","","http://data.worldbank.org/data-catalog/service-delivery-indicators","2010 - 2012",""
"105.0","Crowd-Sourced Price Collection","","The World Bank Pilot Study for Crowd-Sourced Price Data Collection through Mobile Phones combined the need for high-frequency data, recent developments in information and communication technologies, and power of crowd. Crowd-sourced data are data collected and reported by the user community using information and communication technologies. The objective of the pilot was to study the feasibility of crowd-sourced price data collection. Non-professional price collectors used personal computers and mobile phones for collecting data and entering it in a multilingual web microsite developed for the pilot. Price data was collected for thirty tightly specified food commodity items on a monthly basis for approximately six months in eight pilot countries. Non-professional price collectors received compensation in the form of airtime rewards.","","Time series","","Day","EAP, IBRD, IDA, LAC, LMY, SAS, SSA","City or metropolitan;Sub-national","Bangladesh Brazil India Indonesia Kenya Nigeria Pakistan Philippines","8.0","","Economic Policy & External Debt, Poverty","No further updates planned","N/A","41508.0","data@worldbank.org","Bulk download","Crowd-Sourced Price Collection (CSV)=http://databank.worldbank.org/data/download/Crowd-Sourced_Price_Collection_CSV.zip=CSV;Crowd-Sourced Price Collection (excel)=http://databank.worldbank.org/data/download/Crowd-Sourced_Price_Collection_excel.zip=excel","","Hamadeh, N., Rissanen, M. and Yamanaka, M. (2013). ""The World Bank Pilot Study for Crowd-Sourced Data Collection through Mobile Phones.""","","http://data.worldbank.org/data-catalog/crowd-sourced-price-collection","",""
"107.0","World Development Report 2014","WDR 2014","The WDR 2014 dataset includes 75 indicators relevant to the management of risk in the context of development. These indicators are included in the data annex in the report “WDR 2014: Risk & Opportunity: Managing Risk For Development.” These indicators summarize the level and dimensions of risk facing each country, together with the capacity to manage risk along several different social, economic, financial, and environmental dimensions.","","Cross sectional","English","Annual","EAP, ECA, HIC, IBRD, IDA, LAC, LMY, MNA, SAS, SSA, WLD","National","","133.0","The data in this dataset are taken from a range of public sources and research datasets. Please refer to the Technical Notes in the report “WDR 2014: Risk & Opportunity: Managing Risk For Development” for more information.","Economic Policy & External Debt, Education, Environment, Financial Sector, Labor & Social Protection, Poverty","No further updates planned","","41556.0","data@worldbank.org","Bulk download","WDR 2014 annex tables (Excel/Word) - ZIP (283 KB)=http://databank.worldbank.org/data/download/wdr2014-annex.zip","","Indicators should be cited individually, as documented in the Technical Notes","","http://data.worldbank.org/data-catalog/world-development-report-2014","",""
"1001.0","IBRD Balance Sheet FY2011","","Provides data from the IBRD Balance Sheet for the fiscal years ended June 30, 2011 and June 30, 2010. The values are expressed in millions of U.S. Dollars. Where applicable, changes have been made to certain line items on the June 30, 2010 balance sheet to conform with the current year's presentation, but the comparable prior years' data sets have not been adjusted to reflect the reclassification impact of those changes.","http://finances.worldbank.org/d/4i57-byta","","English","","","","","","","World Bank Group Projects & Finances","","","40724.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/4i57-byta/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/4i57-byta","","http://data.worldbank.org/developers/world-bank-finances"
"1002.0","Contributions to Financial Intermediary Funds","","Financial Intermediary Funds (FIFs) are multilateral financing arrangements for which the World Bank provides Trustee services that include committing and transferring funds to project implementers (generally international organizations such as multilateral development banks or UN agencies).  In all cases the World Bank as Trustee is required to act in accordance with instructions of independent governing bodies.     In fulfilling its responsibilities, the World Bank as Trustee complies with all sanctions applicable to  World Bank transactions.      The innovative financing and governance arrangements of FIFs enable funds to be raised from multiple sources, including from sovereign and private sources. FIF structures are customizable. For instance FIFs have been customized to receive contributions in the form of concessional loans in addition to traditional grant funds, and can provide funding to recipients using customized financial products.","http://finances.worldbank.org/d/536v-dxib","Transactions","English","","World","","","","","World Bank Group Projects & Finances","Quarterly","","41455.0","wbfinances@worldbank.org","Query tool, API, Mobile app, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/536v-dxib/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/536v-dxib","","http://data.worldbank.org/developers/world-bank-finances"
"1003.0","IDA Statement of Cash Flows, FY2010","","Provides data from the IDA Statement of Cash Flows for the fiscal years ended June 30, 2010, June 30, 2009 and June 30, 2008. Sum of all cash flows represent the net changes in unrestricted cash.The values are expressed in millions of U.S. Dollars.","http://finances.worldbank.org/d/9pv4-rtrm","","English","","","","","","","World Bank Group Projects & Finances","No further updates planned","","40359.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/9pv4-rtrm/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/9pv4-rtrm","","http://data.worldbank.org/developers/world-bank-finances"
"1004.0","Moldova Pilot - IBRD and IDA Expenditure Categories (unaudited) - PREVIEW","","This dataset represents the unaudited category schedule activity for the country of Moldova's current IBRD loans and IDA credits and grants. The Category Schedule is a view of all categories and sub-categories shown in the withdrawal schedule as agreed to in the related Loan/Credit/Grant Agreements.  The Category Schedule provides a description of the items to be financed, the allocation of funds, the disbursed amount and the undisbursed balance for each category.     To facilitate comparison, all category schedule data in this dataset is shown in USD. However, the commitment currency of many loans/credits/grants may be in a currency other than USD.    Information regarding Designated Accounts is shown under a special category listed as DA-X (e.g., DA-*, DA-A) which has been created to keep track of advanced funds.  The disbursed amount under a Designated Account shows the outstanding advance to the Designated Account.  When the advances to the Designated Account are being documented, the disbursed amount under the Designated Account category reduces as the eligible expenditures are charged to related categories. Financing Agreements with more details about the loan, credit, grant or trust fund are available here: http://documents.worldbank.org/curated/en/docsearch/country/82547 .  TIP: Search by Grant or Loan Agreement and by Financing Agreement.    NOTE: This data is released as part of a pilot with the Government of Moldova and represents an unaudited snapshot as of the date on which this data was captured (see ???Data As Of??? date of this dataset). There are timing differences between the disbursements made by the Bank and when and how the funds are used for actual project expenditures. The World Bank complies with all sanctions applicable to World Bank   transactions.","http://finances.worldbank.org/d/asw3-evym","Cross sectional","English","","","Project","Moldova","","","World Bank Group Projects & Finances","","","41029.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/asw3-evym/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/asw3-evym","","http://data.worldbank.org/developers/world-bank-finances"
"1005.0","Financial Intermediary Funds Funding Decisions","","Financial Intermediary Funds (FIFs) are multilateral financing arrangements for which the World Bank provides Trustee services that include committing and transferring funds to project implementers (generally international organizations such as multilateral development banks or UN agencies). In all cases the World Bank as Trustee is required to act in accordance with instructions of independent governing bodies.    In fulfilling its responsibilities, the World Bank as Trustee complies with all sanctions applicable to World Bank transactions.     Funding Decisions represent amounts approved by the FIFs governing bodies for projects fees and administrative budgets. Funding to projects can be done through various financial products, including grants and concessional loans.","http://finances.worldbank.org/d/ax5s-vav5","","English","","","","","","","World Bank Group Projects & Finances","","","41455.0","wbfinances@worldbank.org","","Bulk download (CSV)=https://finances.worldbank.org/api/views/ax5s-vav5/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/ax5s-vav5","","http://data.worldbank.org/developers/world-bank-finances"
"1006.0","The World Bank Components Of VPU Budget","","The World Bank Components of VPU Budget data set compares resource allocations to Vice Presidential Units (VPUs) in FY11 and FY12 across all fund types.  Data for Bank (BB) funds and Reimbursable funds are based on budget allocations.  Data for Bank-Executed Trust Fund (BETF) funds are based on expenditure projections.    Data are for all ""above-the-line"" VPUs for which Bank management is responsible for work program delivery and are included in the Net Administrative Budget of the Bank.  Data for centrally-managed accounts and ""below-the-line"" components for which management is not solely responsible.    BB funds are authorized by the Bank's Board of Directors for general purpose Bank operations.  Reimbursable funds are received from external sources as reimbursements for special purpose program outputs or other services provided by the Bank.  BETF funds are multi-year contributions from external sources for special purpose programs outputs or other services provided by the Bank.    All data are presented in FY11 $ millions.","http://finances.worldbank.org/d/csrh-vv7b","Time Series","English","Annual","","Other","","","","World Bank Group Projects & Finances","Annually","","","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/csrh-vv7b/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/csrh-vv7b","","http://data.worldbank.org/developers/world-bank-finances"
"1007.0","IBRD Balance Sheet, FY2010","","Provides data from the IBRD Balance Sheet for the fiscal years ended June 30, 2010 and June 30, 2009. The values are expressed in millions of U.S. Dollars","http://finances.worldbank.org/d/e8yz-96c6","","English","","","","","","","World Bank Group Projects & Finances","No further updates planned","","40359.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/e8yz-96c6/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/e8yz-96c6","","http://data.worldbank.org/developers/world-bank-finances"
"1008.0","IDA Statement of Credits and Grants  - Latest Available Snapshot","","The International Development Association (IDA) credits are public and publicly guaranteed debt extended by the World Bank Group. IDA provides development credits, grants and guarantees to its recipient member countries to help meet their development needs. Credits from IDA are at concessional rates. Data are in U.S. dollars calculated using historical rates. This dataset contains the latest available snapshot of the IDA Statement of Credits and Grants. The World Bank complies with all sanctions applicable to World Bank   transactions.","http://finances.worldbank.org/d/ebmi-69yj","Cross sectional","English","","IDA","Other","","","","World Bank Group Projects & Finances","Monthly","","41486.0","wbfinances@worldbank.org","Query tool, API, Mobile app, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/ebmi-69yj/rows.csv=CSV","1.0","World Bank Finances, World Bank","http://go.worldbank.org/E9HBDN9D10","http://finances.worldbank.org/d/ebmi-69yj","","http://data.worldbank.org/developers/world-bank-finances"
"1009.0","IBRD Statement Of Income, FY2011","","Provides data from the IBRD Statement of Income for the fiscal years ended June 30, 2011, June 30, 2010 and June 30, 2009. The values are expressed in millions of U.S. Dollars. Where applicable, changes have been made to certain line items on FY 2010 income statement to conform with the current year's presentation, but the comparable prior years' data sets have not been adjusted to reflect the reclassification impact of those changes.","http://finances.worldbank.org/d/eycy-ub35","","English","","","","","","","World Bank Group Projects & Finances","","","40724.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/eycy-ub35/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/eycy-ub35","","http://data.worldbank.org/developers/world-bank-finances"
"1010.0","Financial Intermediary Funds Commitments","","Financial Intermediary Funds (FIFs) are multilateral financing arrangements for which the World Bank provides Trustee services that include committing and transferring funds to project implementers (generally international organizations such as multilateral development banks or UN agencies).     In all cases the World Bank as Trustee is required to act in accordance with instructions of independent governing bodies. In fulfilling its responsibilities, the World Bank as Trustee complies with all sanctions applicable to World Bank transactions.     This dataset provides data on legal obligations to pay recipients of FIFs.","http://finances.worldbank.org/d/fie8-6fxn","Transactions","English","","World","Other","","","","World Bank Group Projects & Finances","Quarterly","","41455.0","wbfinances@worldbank.org","Query tool, API, Mobile app, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/fie8-6fxn/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/fie8-6fxn","","http://data.worldbank.org/developers/world-bank-finances"
"1011.0","Afghanistan Reconstruction Trust Fund Acronyms - Pilot","","The Afghanistan Reconstruction Trust Fund (ARTF) generates a quarterly report to Donors. This dataset represents acronyms defined in the quarterly report, and are applicable to the ARTF program as a whole.","http://finances.worldbank.org/d/fjye-9bys","","English","","South Asia","","","","","World Bank Group Projects & Finances","No fixed schedule","","","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/fjye-9bys/rows.csv=CSV","1.0","World Bank Finances, World Bank","http://web.worldbank.org/WBSITE/EXTERNAL/COUNTRIES/SOUTHASIAEXT/0,,contentMDK:20152008~pagePK:146736~piPK:146830~theSitePK:223547,00.html","http://finances.worldbank.org/d/fjye-9bys","","http://data.worldbank.org/developers/world-bank-finances"
"1012.0","Global Open Data Calendar","","Find or add Open Data events and announcements.  Feel free to share it or embed it on your site.","http://finances.worldbank.org/d/g4sx-dwxc","","English","","","","","","","World Bank Group Projects & Finances","","","","wbfinances@worldbank.org","","Bulk download (CSV)=https://finances.worldbank.org/api/views/g4sx-dwxc/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/g4sx-dwxc","","http://data.worldbank.org/developers/world-bank-finances"
"1013.0","World Bank Program Budget","","The World Bank Program Budget data give the administrative budget for Bank (BB) funds and Reimbursable funds as approved by the Board from FY09 to FY12 as well as indicative administrative budgets for FY13 and FY14.  These data are based on ""Annex B:  Program Cost Summary FY09-FY14"" in the World Bank's FY12 Budget Document http://go.worldbank.org/ZMGQ638IT0.    Data are for all ""above-the-line"" components for which management is responsible for work program delivery as well as all ""below-the-line"" components for which management is not solely responsible (e.g., grant-making facilities).    BB funds are authorized by the Bank's Board of Directors for general purpose Bank operations.  Reimbursable funds are received from external sources as reimbursements for special purpose program outputs or other services provided by the Bank.","http://finances.worldbank.org/d/gprm-cvxz","Time Series","English","Annual","","Other","","","","World Bank Group Projects & Finances","Annually","","","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/gprm-cvxz/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/gprm-cvxz","","http://data.worldbank.org/developers/world-bank-finances"
"1014.0","Financial Intermediary Funds Cash Transfers","","Financial Intermediary Funds (FIFs) are multilateral financing arrangements for which the World Bank provides Trustee services that include committing and transferring funds to project implementers (generally international organizations such as multilateral development banks or UN agencies).     In all cases the World Bank as Trustee is required to act in accordance with instructions of independent governing bodies. In fulfilling its responsibilities, the World Bank as Trustee complies with all sanctions applicable to World Bank transactions.    This dataset provides data on FIFs cash transfers at the transaction detail level. Funds are channeled in a coordinated manner to a range of recipients in the public and private sectors through a variety of arrangements. FIF trusteeship involves holding, investing and transferring funds as directed by the FIF governing body. Trusteeship does not involve overseeing or supervising the use of funds; this is the role of other agencies that receive the funding and who are responsible for project or program implementation. Transfers are generally made by the Trustee to external agencies (other MDBs, UN agencies, etc.) for the implementation of activities.","http://finances.worldbank.org/d/h4s8-nwev","Transactions","English","","World","","","","","World Bank Group Projects & Finances","Quarterly","","41455.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/h4s8-nwev/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/h4s8-nwev","","http://data.worldbank.org/developers/world-bank-finances"
"1015.0","Recipient-executed Grants -  Commitments and Disbursements","","A Recipient-executed Grant is a Trust Fund Grant that is provided to a third party under a grant agreement, and for which the Bank plays an operational role - i.e., the Bank normally appraises and supervises activities financed by these funds. This dataset provides data on the amount of grant funds committed in the course of a fiscal year and payments made out of a Trust Fund account to eligible recipients, in accordance with the legal agreements.  In fulfilling its responsibilities, the World Bank as Trustee complies with all sanctions applicable to World Bank transactions. Data is provided at the individual Trust Fund level. All definitions should be regarded at present as provisional and not final, and are subject to revision at any time. Please refer to http://www.cfpto.org/TFGlossary2012/ for the Trust Fund Glossary.","http://finances.worldbank.org/d/h9ga-h5eb","Cross sectional","English","","World","Other","","","","World Bank Group Projects & Finances","","","40794.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/h9ga-h5eb/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/h9ga-h5eb","","http://data.worldbank.org/developers/world-bank-finances"
"1016.0","World Bank Expenditures By Program","","The World Bank Expenditure by Program data give the administrative expenditure for Bank (BB) funds and Reimbursable funds from FY06 to FY11.  These data are based on the World Bank Expenditure by Program - FY06-11 table from the Annual Report 2011 http://go.worldbank.org/D74CFKTQ80 .      BB funds are authorized by the Bank's Board of Directors for general purpose Bank operations.  Reimbursable funds are received from external sources as reimbursements for special purpose program outputs or other services provided by the Bank.    All data are presented in nominal amounts.","http://finances.worldbank.org/d/hcqu-nmwb","Time Series","English","Annual","","","","","","World Bank Group Projects & Finances","Annually","","","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/hcqu-nmwb/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/hcqu-nmwb","","http://data.worldbank.org/developers/world-bank-finances"
"1018.0","IBRD/IDA/IFC Trust Funds - Annual Cash Contributions and Disbursements","","For IBRD/IDA and IFC Trust Funds, the World Bank Group is normally responsible for all financial and programmatic functions, including oversight of the operational use of the funding.  In fulfilling its responsibilities, the World Bank as Trustee complies with all sanctions applicable to World Bank transactions. The use of IBRD/IDA TFs is split between Bank-executed trust funds (BETFs), which are used in support of the Bank's work program, and Recipient-executed trust funds (RETFs), under which funds are provided to a third party, normally in the form of project financing, and supervised by the Bank. IFC manages the funds in support of IFC advisory services and donor-funded investments.","http://finances.worldbank.org/d/iww5-3sst","Time Series","English","Annual","","","","","","World Bank Group Projects & Finances","Annually","","","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/iww5-3sst/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/iww5-3sst","","http://data.worldbank.org/developers/world-bank-finances"
"1019.0","IBRD and IDA Operational Summary","","Provides summary data on IBRD and IDA commitments, disbursements, lending and other financial indicators. The data is provided for the fiscal years 2006 - 2011.","http://finances.worldbank.org/d/jeqz-f7mn","Time Series","English","Annual","World","Other","","","","World Bank Group Projects & Finances","Annually","","41455.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/jeqz-f7mn/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/jeqz-f7mn","","http://data.worldbank.org/developers/world-bank-finances"
"1020.0","Major Contract Awards","","This set of contract awards includes data on commitments against contracts that were reviewed by the Bank before they were awarded (prior-reviewed Bank-funded contracts) under IDA/IBRD investment projects and related Trust Funds. This dataset does not list all contracts awarded by the Bank, and should be viewed only as a guide to determine the distribution of major contract commitments among the Bank's member countries. ""Supplier Country"" represents place of supplier registration, which may or not be the supplier's actual country of origin. Information does not include awards to subcontractors nor account for cofinancing. The Procurement Policy and Services Group does not guarantee the data included in this publication and accepts no responsibility whatsoever for any consequences of its use.  The World Bank complies with all sanctions applicable to World Bank transactions.","http://finances.worldbank.org/d/kdui-wcs3","Cross sectional","English","","World","Other","","","","World Bank Group Projects & Finances","No fixed schedule","","41476.0","wbfinances@worldbank.org","Query tool, API, Mobile app, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/kdui-wcs3/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/kdui-wcs3","","http://data.worldbank.org/developers/world-bank-finances"
"1021.0","IDA Statement of Income, FY2010","","Provides data from the IDA Statement of Income for the fiscal years ended June 30, 2010, June 30, 2009 and June 30, 2008. The values are expressed in millions of U.S. Dollars.","http://finances.worldbank.org/d/kmwd-f4rk","","English","","","","","","","World Bank Group Projects & Finances","","","40359.0","wbfinances@worldbank.org","","Bulk download (CSV)=https://finances.worldbank.org/api/views/kmwd-f4rk/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/kmwd-f4rk","","http://data.worldbank.org/developers/world-bank-finances"
"1022.0","Total Contributions to IBRD/IDA/IFC Trust Funds - Summary based on FY of Agreement","","A Trust Fund is a financing arrangement set up with contributions from one or more donor(s), and in some  cases from the World Bank Group. A Trust Fund can be country-specific, regional, or global in its  geographic scope, and it can be free-standing or programmatic.  In fulfilling its responsibilities, the World Bank as Trustee complies with all sanctions applicable to World Bank transactions. This dataset  provides a summary of the contributions per fiscal year at the individual Trust Fund level. All definitions should be regarded at present as provisional and not final, and are subject to revision at any time. Please refer to http://www.cfpto.org/TFGlossary2012/ for the Trust Fund Glossary.","http://finances.worldbank.org/d/m54j-ersw","Time Series","English","Annual","","","","","","World Bank Group Projects & Finances","Annual +","","41164.0","wbfinances@worldbank.org","Query tool, API, Mobile app, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/m54j-ersw/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/m54j-ersw","","http://data.worldbank.org/developers/world-bank-finances"
"1023.0","Paid In Contributions to IBRD/IDA/IFC Trust Funds based on FY of Receipt","","This dataset provides a summary of the total funds received from donors for Trust Funds on the form of cash, promissory notes or other instruments acceptable to the World Bank Group entity administering the Trust Fund. The summary is based on the fiscal year of receipt. Data is provided at the individual Trust Fund level. All definitions should be regarded at present as provisional and not final, and are subject to revision at any time. Please refer to http://www.cfpto.org/TFGlossary2012/ for the Trust Fund Glossary. In fulfilling its responsibilities, the World Bank as Trustee complies with all sanctions applicable to World Bank transactions.","http://finances.worldbank.org/d/nh5z-5qch","Time Series","English","Annual","World","","","","","World Bank Group Projects & Finances","Annual +","","40794.0","wbfinances@worldbank.org","Query tool, API, Mobile app, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/nh5z-5qch/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/nh5z-5qch","","http://data.worldbank.org/developers/world-bank-finances"
"1024.0","Commercial Credit Exposure by Counterparty Rating","","Provides data on investment commercial credit exposure for IBRD and IDA. The values are shown net of collateral held. For IBRD, the decrease in credit exposure in FY2010 reflects a decrease in the size of the IBRD investment program due to decrease in liquidity held and a relatively smaller decrease in IBRD's net swap exposure.","http://finances.worldbank.org/d/p65j-3upu","Time Series","English","Annual","","","","","","World Bank Group Projects & Finances","Annually","","41455.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/p65j-3upu/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/p65j-3upu","","http://data.worldbank.org/developers/world-bank-finances"
"1025.0","IBRD Statement of Income, FY2010","","Provides data from the IBRD Statement of Income for the fiscal years ended June 30, 2010, June 30, 2009 and June 30, 2008. The values are expressed in millions of U.S. Dollars.","http://finances.worldbank.org/d/pyda-ktbg","","English","","","","","","","World Bank Group Projects & Finances","","","40359.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/pyda-ktbg/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/pyda-ktbg","","http://data.worldbank.org/developers/world-bank-finances"
"1026.0","IBRD Statement of Subscriptions to Capital Stock and Voting Power","","Statement of Subscriptions to Capital Stock and Voting Power.  Latest information about voting power is available at http://go.worldbank.org/VKVDQDUC10.  A portion of capital subscriptions paid in to IBRD has been paid in the national currencies of the members. These amounts, referred to as restricted currencies, are usable by IBRD in its lending and investment operations, only with consent of the respective members, and for administrative expenses.","http://finances.worldbank.org/d/rcx4-r7xj","Cross sectional","English","","IBRD","National","","","","World Bank Group Projects & Finances","No fixed schedule","","41481.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/rcx4-r7xj/rows.csv=CSV","1.0","World Bank Finances, World Bank","http://go.worldbank.org/VKVDQDUC10","http://finances.worldbank.org/d/rcx4-r7xj","","http://data.worldbank.org/developers/world-bank-finances"
"1027.0","IDA Balance Sheet, FY2011","","Provides data from the IDA Balance Sheet for the fiscal years ended June 30, 2011 and June 30, 2010. The values are expressed in millions of U.S. Dollars. Where applicable, changes have been made to certain line items on the June 30, 2010 balance sheet to conform with the current year's presentation, but the comparable prior years' data sets have not been adjusted to reflect the reclassification impact of those changes.","http://finances.worldbank.org/d/ri54-wt6e","Cross sectional","English","","","","","","","World Bank Group Projects & Finances","","","40724.0","wbfinances@worldbank.org","Query tool, API, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/ri54-wt6e/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/ri54-wt6e","","http://data.worldbank.org/developers/world-bank-finances"
"1028.0","IDA Balance Sheet, FY2010","","Provides data from the IDA Balance Sheetfor the fiscal years ended June 30, 2010 and June 30, 2009. The values are expressed in millions of U.S. Dollars.","http://finances.worldbank.org/d/s3ey-mkx3","","English","","","","","","","World Bank Group Projects & Finances","","","40359.0","wbfinances@worldbank.org","","Bulk download (CSV)=https://finances.worldbank.org/api/views/s3ey-mkx3/rows.csv=CSV","1.0","World Bank Finances, World Bank","","http://finances.worldbank.org/d/s3ey-mkx3","","http://data.worldbank.org/developers/world-bank-finances"
"1029.0","IBRD Statement of Loans - Latest Available Snapshot","","The International Bank for Reconstruction and Development (IBRD) loans are public and publicly guaranteed debt extended by the World Bank Group. IBRD loans are made to, or guaranteed by, countries that are members of IBRD. IBRD may also make loans to IFC. IBRD lends at market rates. Data are in U.S. dollars calculated using historical rates. This dataset contains the latest available snapshot of the Statement of Loans. The World Bank complies with all sanctions applicable to World Bank transactions.","http://finances.worldbank.org/d/sfv5-tf7p","Cross sectional","English","","IBRD","Other","","","","World Bank Group Projects & Finances","Monthly","","41486.0","wbfinances@worldbank.org","Query tool, API, Mobile app, Bulk download","Bulk download (CSV)=https://finances.worldbank.org/api/views/sfv5-tf7p/rows.csv=CSV","1.0","World Bank Finances, World Bank","http://go.worldbank.org/E9HBDN9D10","http://finances.worldbank.org/d/sfv5-tf7p","","http://data.worldbank.org/developers/world-bank-finances"
